card_name,card_price_EUR,sold_date,vendor_name,vendor_reviews,vendor_ratings,bids_numbers,bloc_ID,set_ID
raichu 13 95,25.5,2024-02-10,tcgcollector_13,96,100.0,13.0,5,38
raichu 13 95,1.5,2024-02-10,a-sphalt,42,100.0,2.0,5,38
raichu 13 95,42.5,2024-01-28,pok_invest,110,100.0,16.0,5,38
grahyena de team aqua 15 95,3.0,2024-02-09,chachap-50,289,100.0,0.0,5,38
rhinoferos de team magma 22 95,2.0,2024-01-31,zadkiel,26,100.0,0.0,5,38
mangriff de team magma 23 95,4.0,2024-01-25,chachap-50,289,100.0,2.0,5,38
dynavolt de team aqua 27 95,1.0,2024-02-06,jemalusylucas456,197,100.0,0.0,5,38
dynavolt de team aqua 27 95,4.8,2024-01-18,pierspokecards16,1051,100.0,0.0,5,38
dynavolt de team aqua 27 95,1.5,2023-12-31,jemalusylucas456,197,100.0,0.0,5,38
lanturn de team aqua 28 95,5.85,2023-11-27,poke_matos,6729,100.0,0.0,5,38
elecsprint de team aqua 29 95,4.1,2023-11-23,arobase34,8380,100.0,0.0,5,38
balbuto de team magma 32 95,8.0,2024-01-01,zadkiel,26,100.0,0.0,5,38
kaorine de team magma 33 95,5.85,2023-11-27,poke_matos,6729,100.0,0.0,5,38
demolosse de team magma 34 95,2.0,2023-12-17,fabsel_75,34,100.0,0.0,5,38
demolosse de team magma 34 95,3.85,2023-12-09,pokefantasy,581,100.0,0.0,5,38
galegon de team magma 36 95,4.59,2023-12-15,lolau20,18,100.0,7.0,5,38
bulbizarre 39 95,2.0,2024-01-18,riconc_24,21,100.0,0.0,5,38
bulbizarre 39 95,5.0,2023-12-19,archirall,87,100.0,0.0,5,38
bulbizarre 39 95,13.41,2023-11-29,wn-cards,3690,99.8,0.0,5,38
osselait 40 95,3.85,2024-01-03,wn-cards,3690,99.8,0.0,5,38
osselait 40 95,4.4,2023-12-13,lenny.c.t,16,100.0,0.0,5,38
rondoudou 41 95,9.0,2024-01-25,acca444,751,100.0,0.0,5,38
rondoudou 41 95,4.9,2023-11-30,wn-cards,3690,99.8,0.0,5,38
pikachu 43 95,2.01,2024-02-04,patriciherman_5,422,100.0,4.0,5,38
pikachu 43 95,3.85,2024-02-01,cartabaffe,3946,99.9,0.0,5,38
pikachu 43 95,9.9,2024-01-29,mystoooo1,89,100.0,0.0,5,38
pikachu 43 95,29.99,2024-01-28,gabclo17,9,100.0,0.0,5,38
pikachu 43 95,33.83,2024-01-28,pok_invest,110,100.0,16.0,5,38
pikachu 43 95,6.0,2023-12-07,climbgeek,82,100.0,0.0,5,38
carapuce 46 95,10.0,2024-01-24,chachap-50,289,100.0,0.0,5,38
carapuce 46 95,17.0,2024-01-08,chachap-50,289,100.0,0.0,5,38
carapuce 46 95,21.5,2023-12-17,gasfra-0,3,100.0,9.0,5,38
carapuce 46 95,3.0,2023-11-25,clmproto-_0,32,100.0,0.0,5,38
carapuce 46 95,1.0,2023-11-16,evolifamily,584,100.0,0.0,5,38
carapuce 46 95,40.5,2023-11-15,rembernar-8,199,100.0,9.0,5,38
carvanha de team aqua 47 95,1.9,2023-12-29,lucfavr,590,99.5,0.0,5,38
carvanha de team aqua 48 95,1.85,2023-12-29,lucfavr,590,99.5,0.0,5,38
ecrapince de team aqua 50 95,1.0,2024-01-03,pokemonium24,97,100.0,0.0,5,38
ecrapince de team aqua 51 95,2.0,2023-11-20,chachap-50,289,100.0,0.0,5,38
balbuto de team magma 60 95,2.4,2023-11-29,resiak_m,39,97.6,0.0,5,38
malosse de team magma 62 95,1.9,2023-12-03,lucfavr,590,99.5,0.0,5,38
medhyena de team magma 65 95,3.0,2023-12-03,rb_corral2,165,100.0,2.0,5,38
double boule 72 95,1.0,2024-01-14,gpoke24,35,100.0,0.0,5,38
arthur 71 95,13.06,2024-02-10,rb_corral,254,100.0,7.0,5,38
double boule 72 95,2.0,2024-01-06,marievjean,5163,100.0,0.0,5,38
double boule 72 95,3.0,2023-11-18,familyparady61,11725,100.0,0.0,5,38
max 73 95,17.17,2024-02-10,rb_corral,254,100.0,16.0,5,38
max 73 95,10.51,2024-01-28,pok_invest,110,100.0,7.0,5,38
max 73 95,18.06,2023-11-26,rb_corral2,165,100.0,4.0,5,38
boule de team aqua 75 95,13.98,2024-02-10,rb_corral,254,100.0,8.0,5,38
boule de team aqua 75 95,1.0,2023-12-05,evolifamily,584,100.0,0.0,5,38
boule de team aqua 75 95,1.0,2023-12-03,evolifamily,584,100.0,0.0,5,38
cachette de team aqua 78 95,1.5,2024-01-25,aymeriinaci_0,13,100.0,2.0,5,38
cachette de team aqua 78 95,1.0,2023-12-03,evolifamily,584,100.0,0.0,5,38
boule de team magma 80 95,16.06,2023-12-10,rb_corral2,165,100.0,3.0,5,38
boule de team magma 80 95,1.95,2023-12-01,lucfavr,590,99.5,0.0,5,38
boule de team magma 80 95,1.0,2023-11-19,evolifamily,584,100.0,0.0,5,38
raclee de team magma 81 95,3.0,2024-01-18,margauxguidez,290,100.0,0.0,5,38
raclee de team magma 81 95,1.0,2023-11-18,jemalusylucas456,197,100.0,0.0,5,38
conspirateur de team magma 82 95,21.2,2024-02-10,rb_corral,254,100.0,8.0,5,38
energie aqua 86 95,1.0,2023-11-15,evolifamily,584,100.0,0.0,5,38
double energie multicolore 88 95,10.52,2024-02-10,rb_corral,254,100.0,7.0,5,38
double energie multicolore 88 95,18.5,2023-11-26,rb_corral2,165,100.0,11.0,5,38
double energie multicolore 88 95,1.0,2023-11-15,evolifamily,584,100.0,0.0,5,38
brasegali ex 89 95,17.0,2024-02-10,tcgcollector_13,96,100.0,10.0,5,38
brasegali ex 89 95,89.99,2024-02-09,lescartesauxtresors,720,100.0,0.0,5,38
brasegali ex 89 95,350.0,2024-02-05,fabibagnar_0,415,100.0,0.0,5,38
brasegali ex 89 95,471.0,2024-02-04,plazatcg,845,100.0,28.0,5,38
brasegali ex 89 95,85.0,2023-12-20,lolau20,18,100.0,41.0,5,38
brasegali ex 89 95,280.0,2023-12-14,evolifamily,584,100.0,0.0,5,38
brasegali ex 89 95,69.53,2023-12-13,lolau20,18,100.0,29.0,5,38
brasegali ex 89 95,445.0,2023-12-10,plazatcg,845,100.0,28.0,5,38
brasegali ex 89 95,60.0,2023-11-29,dropbills,33,100.0,0.0,5,38
brasegali ex 89 95,61.95,2023-11-15,rapmag_70,61,100.0,0.0,5,38
vacilys ex 90 95,202.0,2024-01-28,plazatcg,845,100.0,30.0,5,38
vacilys ex 90 95,126.0,2024-01-11,ecresellux,622,100.0,27.0,5,38
vacilys ex 90 95,35.5,2023-12-16,benoitcapcool,54,100.0,10.0,5,38
vacilys ex 90 95,15.0,2023-12-14,wop_8955,38,97.5,0.0,5,38
vacilys ex 90 95,386.0,2023-12-03,plazatcg,845,100.0,47.0,5,38
vacilys ex 90 95,19.99,2023-11-28,legrenierdujoueur,798,99.8,0.0,5,38
entei ex 91 95,84.0,2024-02-10,tcgcollector_13,96,100.0,28.0,5,38
entei ex 91 95,89.99,2024-01-24,lescartesauxtresors,720,100.0,0.0,5,38
entei ex 91 95,69.9,2024-01-15,pokevivi7,17486,100.0,0.0,5,38
entei ex 91 95,62.0,2024-01-14,margery86,659,100.0,6.0,5,38
entei ex 91 95,119.9,2024-01-07,charlie-s-treasures,1250,100.0,0.0,5,38
entei ex 91 95,49.99,2023-12-30,lescartesauxtresors,720,100.0,0.0,5,38
entei ex 91 95,16.01,2023-12-26,piele8111,152,100.0,2.0,5,38
entei ex 91 95,250.0,2023-12-21,galerieleonparis,7,100.0,0.0,5,38
entei ex 91 95,61.0,2023-11-30,dinak19,5,100.0,16.0,5,38
entei ex 91 95,44.99,2023-11-29,wn-cards,3690,99.8,0.0,5,38
entei ex 91 95,103.0,2023-11-19,amisdespokemons,573,99.5,37.0,5,38
raikou ex 92 95,62.0,2024-01-14,margery86,659,100.0,6.0,5,38
raikou ex 92 95,66.0,2023-12-22,aripie2936,29,100.0,0.0,5,38
raikou ex 92 95,64.0,2023-11-29,dropbills,33,100.0,0.0,5,38
raikou ex 92 95,202.0,2023-11-23,rembernar-8,199,100.0,12.0,5,38
jungko ex 93 95,35.5,2024-02-07,tcgcollector_13,96,100.0,18.0,5,38
jungko ex 93 95,60.0,2024-02-06,evolifamily,584,100.0,0.0,5,38
jungko ex 93 95,70.0,2023-12-02,pokepolo,158,100.0,3.0,5,38
jungko ex 93 95,42.5,2023-11-29,lomail_5816,39,100.0,0.0,5,38
suicune ex 94 95,101.0,2024-02-07,tcgcollector_13,96,100.0,26.0,5,38
suicune ex 94 95,39.9,2024-01-14,prof7467,1390,100.0,0.0,5,38
suicune ex 94 95,44.5,2023-12-22,ravnica920,499,98.9,12.0,5,38
suicune ex 94 95,44.91,2023-11-29,wn-cards,3690,99.8,0.0,5,38
laggron ex 95 95,74.1,2024-02-10,a-sphalt,42,100.0,16.0,5,38
laggron ex 95 95,66.0,2024-02-07,tcgcollector_13,96,100.0,11.0,5,38
laggron ex 95 95,20.0,2024-01-06,pok_invest,110,100.0,0.0,5,38
laggron ex 95 95,379.0,2023-12-22,drattak783,38,97.1,0.0,5,38
absol 96 95,121.0,2024-02-10,tcgcollector_13,96,100.0,24.0,5,38
absol 96 95,54.0,2024-01-15,guilmatt_83,63,100.0,0.0,5,38
absol 96 95,400.0,2024-01-08,tcedav6,10033,99.7,0.0,5,38
absol 96 95,206.0,2024-01-07,magr-6935,1266,100.0,24.0,5,38
absol 96 95,49.99,2023-12-11,collections-games,100,100.0,0.0,5,38
jirachi 97 95,23.0,2024-01-28,corentin21310,16,100.0,0.0,5,38
jirachi 97 95,2.59,2024-01-08,jamesbond007_fr,773,100.0,3.0,5,38
jirachi 97 95,15.0,2024-01-06,pok_invest,110,100.0,2.0,5,38
jirachi 97 95,89.0,2023-12-30,minie75,445,100.0,0.0,5,38
jirachi 97 95,21.05,2023-12-13,lolau20,18,100.0,8.0,5,38
jirachi 97 95,19.99,2023-11-29,collections-games,100,100.0,0.0,5,38
jirachi 97 95,119.9,2023-11-19,pokevivi7,17486,100.0,0.0,5,38
n 101 101,5.85,2024-02-09,wn-cards,3690,99.8,0.0,7,73
n 101 101,6.5,2024-01-28,pok_invest,110,100.0,4.0,7,73
n 101 101,1.5,2024-01-10,legrenierdejules,490,91.4,2.0,7,73
n 101 101,10.0,2024-01-09,flokynto_pkm,96,99.0,0.0,7,73
n 101 101,3.6,2023-12-17,matsah0,16,100.0,0.0,7,73
n 101 101,4.5,2023-12-14,nuzara,167,98.1,4.0,7,73
n 101 101,12.0,2023-12-08,sims1106,25,100.0,0.0,7,73
n 101 101,14.0,2023-11-16,buzzpoke,24,100.0,0.0,7,73
n 101 101,10.25,2024-02-10,rb_corral,254,100.0,5.0,7,73
n 101 101,5.28,2024-01-28,pok_invest,110,100.0,5.0,7,73
n 101 101,1.5,2024-01-16,efsey87,48,100.0,2.0,7,73
n 101 101,7.5,2024-01-13,rb_corral2,165,100.0,8.0,7,73
n 101 101,8.0,2024-01-10,lomail_5816,39,100.0,0.0,7,73
n 101 101,7.0,2024-01-09,piele8111,152,100.0,0.0,7,73
n 101 101,6.56,2023-12-10,jujub11,567,100.0,4.0,7,73
n 101 101,52.0,2023-12-03,pokehydra,13,100.0,9.0,7,73
n 101 101,4.5,2023-11-25,di-783712,43,97.8,0.0,7,73
n 101 101,13.9,2023-11-23,game-occasion,13380,99.4,0.0,7,73
n 101 101,5.28,2024-01-28,pok_invest,110,100.0,3.0,7,73
n 101 101,8.5,2024-01-14,2015fridie,557,100.0,4.0,7,73
n 101 101,10.0,2024-01-13,zadkiel,26,100.0,0.0,7,73
n 101 101,5.52,2024-01-09,cyckywu,7,100.0,5.0,7,73
n 101 101,1.5,2024-01-08,jamesbond007_fr,773,100.0,2.0,7,73
n 101 101,19.95,2023-11-23,game-essence,1370,99.8,0.0,7,73
n 101 101,27.9,2023-11-19,pokevivi7,17486,100.0,0.0,7,73
n 101 101,16.0,2023-11-15,hewezcards,1167,100.0,0.0,7,73
n 101 101,24.0,2024-02-09,pikamon74,82,100.0,0.0,7,73
n 101 101,13.5,2024-02-07,efsey87,48,100.0,9.0,7,73
n 101 101,3.5,2024-02-07,patriciherman_5,422,100.0,3.0,7,73
n 101 101,7.9,2024-02-03,giolazzotcg,3603,100.0,0.0,7,73
n 101 101,4.1,2024-01-29,jmil1435,129,100.0,7.0,7,73
n 101 101,8.0,2024-01-28,pok_invest,110,100.0,7.0,7,73
n 101 101,12.0,2024-01-27,tcgcollector_13,96,100.0,5.0,7,73
n 101 101,11.0,2024-01-25,emmanmont_11,1,100.0,2.0,7,73
n 101 101,8.0,2024-01-17,opi_2008,144,100.0,0.0,7,73
n 101 101,10.5,2024-01-15,neorel,63,100.0,11.0,7,73
n 101 101,9.9,2024-01-13,pokevivi7,17486,100.0,0.0,7,73
n 101 101,9.99,2024-01-10,benben83200,129,100.0,0.0,7,73
n 101 101,10.0,2024-01-06,maxemuag,13,100.0,0.0,7,73
n 101 101,9.9,2023-12-30,hydratcg,177,99.4,0.0,7,73
n 101 101,6.5,2023-12-23,premiumkard,285,100.0,0.0,7,73
n 101 101,20.0,2023-12-23,pokepokepro,28,100.0,0.0,7,73
n 101 101,3.5,2023-12-16,efsey87,48,100.0,3.0,7,73
n 101 101,5.5,2023-12-13,camre_9193,28,100.0,2.0,7,73
n 101 101,8.51,2023-12-10,jujub11,567,100.0,9.0,7,73
n 101 101,10.0,2023-11-19,chachap-50,288,100.0,0.0,7,73
n 101 101,9.5,2023-11-18,premiumkard,285,100.0,0.0,7,73
n 101 101,2.0,2024-02-04,patriciherman_5,422,100.0,3.0,7,73
n 101 101,13.85,2024-01-30,cartabaffe,3946,99.9,0.0,7,73
n 101 101,5.28,2024-01-28,pok_invest,110,100.0,5.0,7,73
n 101 101,11.5,2024-01-14,chrisbor-9663,15,100.0,7.0,7,73
n 101 101,1.0,2024-01-08,jamesbond007_fr,773,100.0,0.0,7,73
n 101 101,5.28,2024-01-28,pok_invest,110,100.0,3.0,7,73
n 101 101,5.5,2023-12-16,jujub11,567,100.0,4.0,7,73
n 101 101,12.85,2024-01-28,poke_matos,6729,100.0,0.0,7,73
n 101 101,5.0,2024-01-28,pok_invest,110,100.0,3.0,7,73
n 101 101,10.0,2024-01-15,zadkiel,26,100.0,0.0,7,73
n 101 101,12.5,2024-01-05,rapmag_70,61,100.0,0.0,7,73
n 101 101,20.0,2024-01-01,pokecollectionneur,125,100.0,0.0,7,73
n 101 101,8.0,2023-12-18,uded360,80,100.0,0.0,7,73
n 101 101,3.0,2024-02-06,chachap-50,288,100.0,0.0,7,73
n 101 101,7.0,2024-01-28,pok_invest,110,100.0,6.0,7,73
n 101 101,4.0,2024-01-27,mikkikong73,4643,99.8,0.0,7,73
n 101 101,1.0,2024-01-25,aymeriinaci_0,13,100.0,0.0,7,73
n 101 101,3.73,2024-01-21,hhssuu,19,100.0,6.0,7,73
n 101 101,0.5,2024-01-15,neorel,63,100.0,0.0,7,73
n 101 101,14.9,2024-01-14,pokevivi7,17486,100.0,0.0,7,73
n 101 101,4.0,2024-01-01,uded360,80,100.0,0.0,7,73
n 101 101,5.99,2023-12-27,stevcollect,479,100.0,0.0,7,73
n 101 101,2.5,2023-12-21,bea01.7,2128,99.3,0.0,7,73
n 101 101,3.0,2023-12-16,jujub11,567,100.0,0.0,7,73
n 101 101,25.0,2023-12-11,nilam67,19,100.0,0.0,7,73
n 101 101,4.5,2023-12-10,jujub11,567,100.0,3.0,7,73
n 101 101,4.5,2023-11-26,chyvewma31,34,100.0,4.0,7,73
n 101 101,5.28,2024-01-28,pok_invest,110,100.0,2.0,7,73
n 101 101,5.01,2024-01-27,patriciherman_5,422,100.0,6.0,7,73
n 101 101,7.5,2024-01-13,artque42,4,100.0,0.0,7,73
n 101 101,6.5,2024-01-28,pok_invest,110,100.0,6.0,7,73
n 101 101,9.5,2024-01-13,rb_corral2,165,100.0,7.0,7,73
n 101 101,10.0,2023-12-29,pokecollectionneur,125,100.0,0.0,7,73
n 101 101,2.4,2023-11-20,carlu2bc,4,100.0,0.0,7,73
n 101 101,2.9,2024-02-03,premium-tcg-market,439,100.0,0.0,7,73
n 101 101,7.5,2024-01-28,pok_invest,110,100.0,6.0,7,73
n 101 101,9.9,2024-01-16,pokevivi7,17486,100.0,0.0,7,73
n 101 101,8.5,2024-01-15,neorel,63,100.0,5.0,7,73
n 101 101,30.0,2024-01-10,sachimii,62,100.0,0.0,7,73
n 101 101,1.0,2023-12-18,dreamth69,192,100.0,0.0,7,73
n 101 101,29.99,2023-12-15,retrogamezone,20824,99.9,0.0,7,73
n 101 101,7.0,2023-11-22,lirevei_0,60,97.9,0.0,7,73
n 101 101,29.9,2023-11-19,pokevivi7,17486,100.0,0.0,7,73
n 101 101,12.0,2024-02-10,rapdes0,93,98.6,0.0,7,73
n 101 101,30.0,2024-02-05,kilfer_39,283,100.0,0.0,7,73
n 101 101,5.0,2024-01-28,quepok0,26,100.0,0.0,7,73
n 101 101,7.74,2024-01-28,pok_invest,110,100.0,5.0,7,73
n 101 101,17.9,2024-01-13,pokevivi7,17486,100.0,0.0,7,73
n 101 101,105.0,2024-01-09,cyckywu,7,100.0,15.0,7,73
n 101 101,5.01,2024-01-08,jamesbond007_fr,773,100.0,3.0,7,73
n 101 101,24.99,2024-01-06,macjshop,35,100.0,0.0,7,73
n 101 101,18.9,2024-01-05,collectionneurbzh99,32,96.7,0.0,7,73
n 101 101,8.04,2023-12-01,enzo.sgs,17,100.0,9.0,7,73
n 101 101,4.5,2023-11-15,jemalusylucas456,197,100.0,3.0,7,73
n 101 101,10.0,2024-01-31,rapdes0,93,98.6,0.0,7,73
n 101 101,10.03,2024-01-28,pok_invest,110,100.0,8.0,7,73
n 101 101,5.03,2024-01-27,patriciherman_5,422,100.0,6.0,7,73
n 101 101,1.5,2024-01-15,neorel,63,100.0,2.0,7,73
n 101 101,2.5,2024-01-08,jamesbond007_fr,773,100.0,3.0,7,73
n 101 101,7.9,2023-11-18,wn-cards,3690,99.8,0.0,7,73
n 101 101,8.01,2024-01-28,pok_invest,110,100.0,4.0,7,73
n 101 101,6.5,2024-01-21,hhssuu,19,100.0,5.0,7,73
n 101 101,12.5,2023-12-12,dazh-tcg,256,95.6,7.0,7,73
n 101 101,11.5,2024-01-28,pok_invest,110,100.0,6.0,7,73
n 101 101,6.9,2024-01-19,2015fridie,557,100.0,0.0,7,73
n 101 101,9.96,2024-01-15,neorel,63,100.0,8.0,7,73
n 101 101,6.0,2024-01-14,chrisbor-9663,15,100.0,5.0,7,73
n 101 101,14.85,2024-01-30,cartabaffe,3946,99.9,0.0,7,73
n 101 101,3.0,2024-01-24,emmanmont_11,1,100.0,0.0,7,73
n 101 101,14.85,2024-01-30,cartabaffe,3946,99.9,0.0,7,73
n 101 101,0.5,2024-01-15,neorel,63,100.0,0.0,7,73
n 101 101,1.5,2023-12-27,ercos_81,59,96.8,0.0,7,73
n 101 101,2.5,2023-12-12,archirall,87,100.0,3.0,7,73
n 101 101,1.9,2023-12-01,pokevivi7,17486,100.0,0.0,7,73
n 101 101,4.5,2024-02-06,2015fridie,557,100.0,0.0,7,73
n 101 101,14.85,2024-01-30,cartabaffe,3946,99.9,0.0,7,73
n 101 101,10.5,2024-01-28,pok_invest,110,100.0,3.0,7,73
n 101 101,3.0,2023-12-16,jujub11,567,100.0,0.0,7,73
n 101 101,2.9,2024-02-03,premium-tcg-market,439,100.0,0.0,7,73
n 101 101,14.85,2024-01-30,cartabaffe,3946,99.9,0.0,7,73
n 101 101,2.9,2024-01-24,pokevivi7,17486,100.0,0.0,7,73
n 101 101,11.9,2024-01-08,pokevivi7,17486,100.0,0.0,7,73
n 101 101,14.85,2024-01-30,cartabaffe,3946,99.9,0.0,7,73
n 101 101,12.02,2024-01-13,rb_corral2,165,100.0,7.0,7,73
n 101 101,4.5,2024-02-06,2015fridie,557,100.0,0.0,7,73
n 101 101,14.85,2024-01-30,cartabaffe,3946,99.9,0.0,7,73
n 101 101,10.0,2024-01-10,sachimii,62,100.0,0.0,7,73
n 101 101,5.0,2023-12-31,pokecollectionneur,125,100.0,0.0,7,73
n 101 101,3.0,2023-12-10,jujub11,567,100.0,0.0,7,73
n 101 101,5.0,2024-02-10,rapdes0,93,98.6,0.0,7,73
n 101 101,16.85,2024-01-30,cartabaffe,3946,99.9,0.0,7,73
n 101 101,12.03,2024-01-15,neorel,63,100.0,9.0,7,73
n 101 101,16.0,2024-01-06,hewezcards,1167,100.0,0.0,7,73
n 101 101,5.9,2023-12-30,matt-4370,10,100.0,0.0,7,73
n 101 101,1.0,2023-12-16,pokemonium24,97,100.0,0.0,7,73
n 101 101,9.85,2024-01-30,cartabaffe,3946,99.9,0.0,7,73
n 101 101,2.5,2024-01-15,neorel,63,100.0,3.0,7,73
n 101 101,9.85,2024-01-30,cartabaffe,3946,99.9,0.0,7,73
n 101 101,2.9,2024-01-29,pokevivi7,17486,100.0,0.0,7,73
n 101 101,10.0,2024-01-16,acca444,751,100.0,0.0,7,73
n 101 101,1.0,2024-01-15,neorel,63,100.0,2.0,7,73
n 101 101,6.0,2023-12-27,lucie-annpique_0,4203,100.0,0.0,7,73
n 101 101,14.85,2024-01-30,cartabaffe,3946,99.9,0.0,7,73
n 101 101,4.9,2023-12-08,pokevivi7,17486,100.0,0.0,7,73
n 101 101,14.85,2024-01-30,cartabaffe,3946,99.9,0.0,7,73
n 101 101,1.5,2023-11-29,the-black-cat-01,275,99.4,0.0,7,73
n 101 101,2.7,2023-11-28,pierspokecards16,1051,100.0,0.0,7,73
n 101 101,14.85,2024-01-30,cartabaffe,3946,99.9,0.0,7,73
n 101 101,2.0,2024-01-23,brocante-et-vous,4387,99.6,0.0,7,73
n 101 101,1.0,2023-12-09,pokemonium24,97,100.0,0.0,7,73
n 101 101,4.85,2024-01-30,cartabaffe,3946,99.9,0.0,7,73
n 101 101,14.85,2024-01-26,wn-cards,3690,99.8,0.0,7,73
n 101 101,1.0,2023-12-31,ushiwaz,56,100.0,0.0,7,73
n 101 101,12.5,2023-12-10,frenchpokebreakers,113,100.0,6.0,7,73
n 101 101,25.5,2024-02-09,shinown,197,100.0,21.0,7,73
n 101 101,4.85,2024-01-30,cartabaffe,3946,99.9,0.0,7,73
n 101 101,16.06,2023-12-03,rb_corral2,165,100.0,10.0,7,73
n 101 101,3.0,2023-11-28,pierspokecards16,1051,100.0,0.0,7,73
n 101 101,4.85,2024-01-30,cartabaffe,3946,99.9,0.0,7,73
n 101 101,18.5,2024-02-09,shinown,197,100.0,9.0,7,73
n 101 101,4.85,2024-01-30,cartabaffe,3946,99.9,0.0,7,73
n 101 101,7.85,2024-01-30,cartabaffe,3946,99.9,0.0,7,73
n 101 101,4.85,2024-01-30,cartabaffe,3946,99.9,0.0,7,73
n 101 101,8.0,2023-12-17,rb_corral2,165,100.0,9.0,7,73
n 101 101,13.0,2023-12-03,rb_corral2,165,100.0,10.0,7,73
n 101 101,7.85,2024-01-30,cartabaffe,3946,99.9,0.0,7,73
n 101 101,7.85,2024-01-30,cartabaffe,3946,99.9,0.0,7,73
n 101 101,1.0,2024-01-28,pok_invest,110,100.0,0.0,7,73
n 101 101,2.5,2023-12-17,star-livre,1856,99.3,0.0,7,73
n 101 101,9.55,2023-12-17,rb_corral2,165,100.0,5.0,7,73
n 101 101,10.5,2023-12-03,rb_corral2,165,100.0,12.0,7,73
n 101 101,7.85,2024-01-30,cartabaffe,3946,99.9,0.0,7,73
n 101 101,3.9,2024-01-02,pokevivi7,17486,100.0,0.0,7,73
n 101 101,12.0,2023-12-27,rapdes0,93,98.6,0.0,7,73
n 101 101,4.85,2024-01-30,cartabaffe,3946,99.9,0.0,7,73
n 101 101,7.85,2024-01-30,cartabaffe,3946,99.9,0.0,7,73
n 101 101,4.0,2024-01-28,ulti-luxy,415,99.4,0.0,7,73
n 101 101,1.0,2024-01-07,jemalusylucas456,197,100.0,0.0,7,73
n 101 101,7.5,2023-12-03,rb_corral2,165,100.0,3.0,7,73
n 101 101,3.85,2023-12-01,poke_matos,6729,100.0,0.0,7,73
n 101 101,3.5,2024-02-07,efsey87,48,100.0,2.0,7,73
n 101 101,7.85,2024-01-30,cartabaffe,3946,99.9,0.0,7,73
n 101 101,5.0,2024-01-14,nadi7403,3247,100.0,0.0,7,73
n 101 101,0.8,2024-02-07,efsey87,48,100.0,0.0,7,73
n 101 101,7.85,2024-01-30,cartabaffe,3946,99.9,0.0,7,73
n 101 101,7.06,2024-01-20,rb_corral2,165,100.0,4.0,7,73
n 101 101,17.0,2023-12-03,rb_corral2,165,100.0,9.0,7,73
n 101 101,7.85,2024-01-30,cartabaffe,3946,99.9,0.0,7,73
n 101 101,7.85,2024-01-30,cartabaffe,3946,99.9,0.0,7,73
n 101 101,7.9,2023-11-15,hewezcards,1167,100.0,0.0,7,73
n 101 101,7.85,2024-01-30,cartabaffe,3946,99.9,0.0,7,73
n 101 101,5.51,2024-01-20,rb_corral2,165,100.0,4.0,7,73
n 101 101,16.0,2024-01-07,pokecollectionneur,125,100.0,0.0,7,73
n 101 101,8.06,2023-12-17,rb_corral2,165,100.0,6.0,7,73
n 101 101,16.0,2023-12-03,rb_corral2,165,100.0,7.0,7,73
n 101 101,4.99,2024-02-11,chybaci38,66,100.0,0.0,7,73
n 101 101,3.0,2024-02-07,efsey87,48,100.0,3.0,7,73
n 101 101,7.85,2024-01-30,cartabaffe,3946,99.9,0.0,7,73
n 101 101,1.0,2024-01-28,pok_invest,110,100.0,0.0,7,73
n 101 101,4.0,2024-01-27,chachap-50,289,100.0,0.0,7,73
n 101 101,3.85,2024-01-14,poke_matos,6729,100.0,0.0,7,73
n 101 101,8.0,2024-01-13,zadkiel,26,100.0,0.0,7,73
n 101 101,5.0,2024-01-09,benber1581,209,100.0,0.0,7,73
n 101 101,18.07,2023-12-03,rb_corral2,165,100.0,7.0,7,73
n 101 101,22.5,2024-02-09,shinown,197,100.0,12.0,7,73
n 101 101,7.85,2024-01-30,cartabaffe,3946,99.9,0.0,7,73
n 101 101,7.85,2024-01-30,cartabaffe,3946,99.9,0.0,7,73
n 101 101,3.0,2024-01-24,patriciherman_5,422,100.0,3.0,7,73
n 101 101,9.0,2023-12-17,rb_corral2,165,100.0,7.0,7,73
n 101 101,13.5,2023-12-03,rb_corral2,165,100.0,4.0,7,73
n 101 101,7.85,2024-01-30,cartabaffe,3946,99.9,0.0,7,73
n 101 101,3.0,2023-11-26,margauxguidez,290,100.0,0.0,7,73
n 101 101,5.0,2023-11-19,lirevei_0,60,97.9,0.0,7,73
n 101 101,7.85,2024-01-30,cartabaffe,3946,99.9,0.0,7,73
n 101 101,1.0,2024-01-25,shoponline91,320,100.0,0.0,7,73
n 101 101,1.0,2024-01-08,acca444,751,100.0,0.0,7,73
n 101 101,7.85,2024-01-30,cartabaffe,3946,99.9,0.0,7,73
n 101 101,6.0,2024-01-20,rb_corral2,165,100.0,4.0,7,73
n 101 101,12.0,2023-12-03,rb_corral2,165,100.0,8.0,7,73
n 101 101,6.9,2023-11-15,hewezcards,1167,100.0,0.0,7,73
n 101 101,7.85,2024-01-30,cartabaffe,3946,99.9,0.0,7,73
n 101 101,1.0,2024-02-05,patriciherman_5,422,100.0,0.0,7,73
n 101 101,2.53,2024-01-28,pok_invest,110,100.0,2.0,7,73
n 101 101,8.0,2024-02-08,brocante-et-vous,4386,99.6,0.0,7,73
n 101 101,5.01,2024-01-28,pok_invest,110,100.0,5.0,7,73
n 101 101,6.0,2023-11-13,fdib38,20,100.0,0.0,7,73
n 101 101,4.5,2024-01-20,rb_corral2,165,100.0,4.0,7,73
n 101 101,19.0,2023-12-03,rb_corral2,165,100.0,16.0,7,73
