set_name,card_title,bloc_name
Faille Paradoxe,hypotrempe 30 182,Écarlate et Violet
Faille Paradoxe,hypocean 31 182,Écarlate et Violet
Faille Paradoxe,hyporoi 32 182,Écarlate et Violet
Faille Paradoxe,remoraid 33 182,Écarlate et Violet
Faille Paradoxe,octillery 34 182,Écarlate et Violet
Faille Paradoxe,barpau 35 182,Écarlate et Violet
Faille Paradoxe,milobellus 36 182,Écarlate et Violet
Faille Paradoxe,stalgamin 37 182,Écarlate et Violet
Faille Paradoxe,carchacrok ex 38 182,Écarlate et Violet
Faille Paradoxe,babimanta 39 182,Écarlate et Violet
Faille Paradoxe,palkia 40 182,Écarlate et Violet
Faille Paradoxe,flotajou 41 182,Écarlate et Violet
Faille Paradoxe,flotoutan 42 182,Écarlate et Violet
Faille Paradoxe,sorbebe 43 182,Écarlate et Violet
Faille Paradoxe,sorboul 44 182,Écarlate et Violet
Faille Paradoxe,sorbouboul 45 182,Écarlate et Violet
Faille Paradoxe,sucreine ex 46 182,Écarlate et Violet
Faille Paradoxe,sovkipou 47 182,Écarlate et Violet
Faille Paradoxe,sovkipou 48 182,Écarlate et Violet
Faille Paradoxe,sarmurai 49 182,Écarlate et Violet
Faille Paradoxe,sarmurai ex 50 182,Écarlate et Violet
Faille Paradoxe,taupikeau 51 182,Écarlate et Violet
Faille Paradoxe,taupikeau 52 182,Écarlate et Violet
Faille Paradoxe,triopikeau 53 182,Écarlate et Violet
Faille Paradoxe,delestin 54 182,Écarlate et Violet
Faille Paradoxe,oyacata 55 182,Écarlate et Violet
Faille Paradoxe,hotte de fer 56 182,Écarlate et Violet
Faille Paradoxe,baojian 57 182,Écarlate et Violet
Faille Paradoxe,mewtwo ex 58 182,Écarlate et Violet
Faille Paradoxe,elekid 59 182,Écarlate et Violet
Faille Paradoxe,posipi 60 182,Écarlate et Violet
Faille Paradoxe,negapi 61 182,Écarlate et Violet
Faille Paradoxe,zebibron 62 182,Écarlate et Violet
Faille Paradoxe,zeblitz 63 182,Écarlate et Violet
Faille Paradoxe,statitik 64 182,Écarlate et Violet
Faille Paradoxe,mygavolt 65 182,Écarlate et Violet
Faille Paradoxe,zekrom 66 182,Écarlate et Violet
Faille Paradoxe,plumeline 67 182,Écarlate et Violet
Faille Paradoxe,tokorico ex 68 182,Écarlate et Violet
Faille Paradoxe,toxizap 69 182,Écarlate et Violet
Faille Paradoxe,paume de fer ex 70 182,Écarlate et Violet
Faille Paradoxe,natu 71 182,Écarlate et Violet
Faille Paradoxe,xatu 72 182,Écarlate et Violet
Faille Paradoxe,latios 73 182,Écarlate et Violet
Faille Paradoxe,deoxys 74 182,Écarlate et Violet
Faille Paradoxe,tutafeh 75 182,Écarlate et Violet
Faille Paradoxe,tutankafer ex 76 182,Écarlate et Violet
Faille Paradoxe,pitrouille 77 182,Écarlate et Violet
Faille Paradoxe,banshitrouye 78 182,Écarlate et Violet
Faille Paradoxe,flotillon 79 182,Écarlate et Violet
Faille Paradoxe,flotillon 80 182,Écarlate et Violet
Faille Paradoxe,cleopsytra 81 182,Écarlate et Violet
Faille Paradoxe,forgerette 82 182,Écarlate et Violet
Faille Paradoxe,forgerette 83 182,Écarlate et Violet
Faille Paradoxe,forgella 84 182,Écarlate et Violet
Faille Paradoxe,forgelina 85 182,Écarlate et Violet
Faille Paradoxe,hurle queue 86 182,Écarlate et Violet
Faille Paradoxe,mordudor 87 182,Écarlate et Violet
Faille Paradoxe,mordudor 88 182,Écarlate et Violet
Faille Paradoxe,garde de fer ex 89 182,Écarlate et Violet
Faille Paradoxe,onix 90 182,Écarlate et Violet
Faille Paradoxe,scorplane 91 182,Écarlate et Violet
Faille Paradoxe,scorvol 92 182,Écarlate et Violet
Faille Paradoxe,groudon 93 182,Écarlate et Violet
Faille Paradoxe,griknot 94 182,Écarlate et Violet
Faille Paradoxe,carmache 95 182,Écarlate et Violet
Faille Paradoxe,kungfouine 96 182,Écarlate et Violet
Faille Paradoxe,shaofouine 97 182,Écarlate et Violet
Faille Paradoxe,hoopa ex 98 182,Écarlate et Violet
Faille Paradoxe,meteno 99 182,Écarlate et Violet
Faille Paradoxe,salarsen ex 100 182,Écarlate et Violet
Faille Paradoxe,selutin 101 182,Écarlate et Violet
Faille Paradoxe,selutin 102 182,Écarlate et Violet
Faille Paradoxe,amassel 103 182,Écarlate et Violet
Faille Paradoxe,gigansel 104 182,Écarlate et Violet
Faille Paradoxe,craparoi 105 182,Écarlate et Violet
Faille Paradoxe,flamenroule 106 182,Écarlate et Violet
Faille Paradoxe,rampe ailes 107 182,Écarlate et Violet
Faille Paradoxe,pelage sable ex 108 182,Écarlate et Violet
Faille Paradoxe,dinglu 109 182,Écarlate et Violet
Faille Paradoxe,nosferapti 110 182,Écarlate et Violet
Faille Paradoxe,nosferalto 111 182,Écarlate et Violet
Faille Paradoxe,nostenfer 112 182,Écarlate et Violet
Faille Paradoxe,absol 113 182,Écarlate et Violet
Faille Paradoxe,chacripan 114 182,Écarlate et Violet
Faille Paradoxe,leopardus 115 182,Écarlate et Violet
Faille Paradoxe,miamiasme 116 182,Écarlate et Violet
Faille Paradoxe,miasmax 117 182,Écarlate et Violet
Faille Paradoxe,yveltal 118 182,Écarlate et Violet
Faille Paradoxe,goupilou 119 182,Écarlate et Violet
Faille Paradoxe,roublenard 120 182,Écarlate et Violet
Faille Paradoxe,morpeko 121 182,Écarlate et Violet
Faille Paradoxe,gambex 122 182,Écarlate et Violet
Faille Paradoxe,fongus furie 123 182,Écarlate et Violet
Faille Paradoxe,rugit lune ex 124 182,Écarlate et Violet
Faille Paradoxe,steelix 125 182,Écarlate et Violet
Faille Paradoxe,jirachi 126 182,Écarlate et Violet
Faille Paradoxe,grindur 127 182,Écarlate et Violet
Faille Paradoxe,noacier 128 182,Écarlate et Violet
Faille Paradoxe,fermite 129 182,Écarlate et Violet
Faille Paradoxe,monorpale 130 182,Écarlate et Violet
Faille Paradoxe,monorpale 131 182,Écarlate et Violet
Faille Paradoxe,dimocles 132 182,Écarlate et Violet
Faille Paradoxe,dimocles 133 182,Écarlate et Violet
Faille Paradoxe,exagide 134 182,Écarlate et Violet
Faille Paradoxe,exagide ex 135 182,Écarlate et Violet
Faille Paradoxe,zacian 136 182,Écarlate et Violet
Faille Paradoxe,flamigator ex 137 182,Écarlate et Violet
Faille Paradoxe,ferdeter 138 182,Écarlate et Violet
Faille Paradoxe,gromago ex 139 182,Écarlate et Violet
Faille Paradoxe,altaria ex 140 182,Écarlate et Violet
Faille Paradoxe,nigirigon 141 182,Écarlate et Violet
Faille Paradoxe,porygon 142 182,Écarlate et Violet
Faille Paradoxe,porygon2 143 182,Écarlate et Violet
Faille Paradoxe,porygon z 144 182,Écarlate et Violet
Faille Paradoxe,capumain 145 182,Écarlate et Violet
Faille Paradoxe,capidextre 146 182,Écarlate et Violet
Faille Paradoxe,ecremeuh 147 182,Écarlate et Violet
Faille Paradoxe,chuchmur 148 182,Écarlate et Violet
Faille Paradoxe,ramboum 149 182,Écarlate et Violet
Faille Paradoxe,brouhabam 150 182,Écarlate et Violet
Faille Paradoxe,spinda 151 182,Écarlate et Violet
Faille Paradoxe,tylton 152 182,Écarlate et Violet
Faille Paradoxe,compagnol 153 182,Écarlate et Violet
Faille Paradoxe,compagnol 154 182,Écarlate et Violet
Faille Paradoxe,famignol ex 155 182,Écarlate et Violet
Faille Paradoxe,lestombaile ex 156 182,Écarlate et Violet
Faille Paradoxe,motorizard 157 182,Écarlate et Violet
Faille Paradoxe,tetes de fer 158 182,Écarlate et Violet
Faille Paradoxe,capsule energie booster temps passe 159 182,Écarlate et Violet
Faille Paradoxe,attrape riposte 160 182,Écarlate et Violet
Faille Paradoxe,plumeau maudit 161 182,Écarlate et Violet
Faille Paradoxe,veste de defi 162 182,Écarlate et Violet
Faille Paradoxe,urne terrestre 163 182,Écarlate et Violet
Faille Paradoxe,capsule energie booster temps futur 164 182,Écarlate et Violet
Faille Paradoxe,okuba 165 182,Écarlate et Violet
Faille Paradoxe,cape luxueuse 166 182,Écarlate et Violet
Faille Paradoxe,meloco 167 182,Écarlate et Violet
Faille Paradoxe,norman 168 182,Écarlate et Violet
Faille Paradoxe,soeur parasol 169 182,Écarlate et Violet
Faille Paradoxe,vitalite de la professeure olim 170 182,Écarlate et Violet
Faille Paradoxe,plan du professeur turum 171 182,Écarlate et Violet
Faille Paradoxe,cayenn 172 182,Écarlate et Violet
Faille Paradoxe,pierrick 173 182,Écarlate et Violet
Faille Paradoxe,anis 174 182,Écarlate et Violet
Faille Paradoxe,poupee ronflex 175 182,Écarlate et Violet
Faille Paradoxe,capsule technique :  angle mort 176 182,Écarlate et Violet
Faille Paradoxe,capsule technique : des evolution 177 182,Écarlate et Violet
Faille Paradoxe,capsule technique : evolution 178 182,Écarlate et Violet
Faille Paradoxe,capsule technique:energisant spontane 179 182,Écarlate et Violet
Faille Paradoxe,techno radar 180 182,Écarlate et Violet
Faille Paradoxe,tully 181 182,Écarlate et Violet
Faille Paradoxe,energie medicale 182 182,Écarlate et Violet
Faille Paradoxe,crabaraque 183 182,Écarlate et Violet
Faille Paradoxe,coleodome 184 182,Écarlate et Violet
Faille Paradoxe,terracruel 185 182,Écarlate et Violet
Faille Paradoxe,magby 186 182,Écarlate et Violet
Faille Paradoxe,mite de fer 187 182,Écarlate et Violet
Faille Paradoxe,stalgamin 188 182,Écarlate et Violet
Faille Paradoxe,babimanta 189 182,Écarlate et Violet
Faille Paradoxe,sorboul 190 182,Écarlate et Violet
Faille Paradoxe,sovkipou 191 182,Écarlate et Violet
Faille Paradoxe,delestin 192 182,Écarlate et Violet
Faille Paradoxe,posipi 193 182,Écarlate et Violet
Faille Paradoxe,negapi 194 182,Écarlate et Violet
Faille Paradoxe,zebibron 195 182,Écarlate et Violet
Faille Paradoxe,statitik 196 182,Écarlate et Violet
Faille Paradoxe,cleopsytra 197 182,Écarlate et Violet
Faille Paradoxe,mordudor 198 182,Écarlate et Violet
Faille Paradoxe,groudon 199 182,Écarlate et Violet
Faille Paradoxe,shaofouine 200 182,Écarlate et Violet
Faille Paradoxe,meteno 201 182,Écarlate et Violet
Faille Paradoxe,gigansel 202 182,Écarlate et Violet
Faille Paradoxe,rampe ailes 203 182,Écarlate et Violet
Faille Paradoxe,miasmax 204 182,Écarlate et Violet
Faille Paradoxe,yveltal 205 182,Écarlate et Violet
Faille Paradoxe,morpeko 206 182,Écarlate et Violet
Faille Paradoxe,fongus furie 207 182,Écarlate et Violet
Faille Paradoxe,steelix 208 182,Écarlate et Violet
Faille Paradoxe,noacier 209 182,Écarlate et Violet
Faille Paradoxe,exagide 210 182,Écarlate et Violet
Faille Paradoxe,capumain 211 182,Écarlate et Violet
Faille Paradoxe,ramboum 212 182,Écarlate et Violet
Faille Paradoxe,tylton 213 182,Écarlate et Violet
Faille Paradoxe,porygon z 214 182,Écarlate et Violet
Faille Paradoxe,motorizard 215 182,Écarlate et Violet
Faille Paradoxe,tetes de fer 216 182,Écarlate et Violet
Faille Paradoxe,momartik ex 217 182,Écarlate et Violet
Faille Paradoxe,carmadura ex 218 182,Écarlate et Violet
Faille Paradoxe,carchacrok ex 219 182,Écarlate et Violet
Faille Paradoxe,sucreine ex 220 182,Écarlate et Violet
Faille Paradoxe,sarmurai ex 221 182,Écarlate et Violet
Faille Paradoxe,tokorico ex 222 182,Écarlate et Violet
Faille Paradoxe,paume de fer ex 223 182,Écarlate et Violet
Faille Paradoxe,tutankafer ex 224 182,Écarlate et Violet
Faille Paradoxe,garde de fer ex 225 182,Écarlate et Violet
Faille Paradoxe,hoopa ex 226 182,Écarlate et Violet
Faille Paradoxe,salarsen ex 227 182,Écarlate et Violet
Faille Paradoxe,pelage sable ex 228 182,Écarlate et Violet
Faille Paradoxe,rugit lune ex 229 182,Écarlate et Violet
Faille Paradoxe,exagide ex 230 182,Écarlate et Violet
Faille Paradoxe,gromago ex 231 182,Écarlate et Violet
Faille Paradoxe,altaria ex 232 182,Écarlate et Violet
Faille Paradoxe,famignol ex 233 182,Écarlate et Violet
Faille Paradoxe,lestombaile ex 234 182,Écarlate et Violet
Faille Paradoxe,okuba 235 182,Écarlate et Violet
Faille Paradoxe,meloco 236 182,Écarlate et Violet
Faille Paradoxe,norman 237 182,Écarlate et Violet
Faille Paradoxe,soeur parasol 238 182,Écarlate et Violet
Faille Paradoxe,vitalite de la professeure olim 239 182,Écarlate et Violet
Faille Paradoxe,plan du professeur turum 240 182,Écarlate et Violet
Faille Paradoxe,cayenn 241 182,Écarlate et Violet
Faille Paradoxe,pierrick 242 182,Écarlate et Violet
Faille Paradoxe,anis 243 182,Écarlate et Violet
Faille Paradoxe,tully 244 182,Écarlate et Violet
Faille Paradoxe,carchacrok ex 245 182,Écarlate et Violet
Faille Paradoxe,sarmurai ex 246 182,Écarlate et Violet
Faille Paradoxe,tokorico ex 247 182,Écarlate et Violet
Faille Paradoxe,paume de fer ex 248 182,Écarlate et Violet
Faille Paradoxe,garde de fer ex 249 182,Écarlate et Violet
Faille Paradoxe,pelage sable ex 250 182,Écarlate et Violet
Faille Paradoxe,rugit lune ex 251 182,Écarlate et Violet
Faille Paradoxe,gromago ex 252 182,Écarlate et Violet
Faille Paradoxe,altaria ex 253 182,Écarlate et Violet
Faille Paradoxe,meloco 254 182,Écarlate et Violet
Faille Paradoxe,soeur parasol 255 182,Écarlate et Violet
Faille Paradoxe,vitalite de la professeure olim 256 182,Écarlate et Violet
Faille Paradoxe,plan du professeur turum 257 182,Écarlate et Violet
Faille Paradoxe,cayenn 258 182,Écarlate et Violet
Faille Paradoxe,tully 259 182,Écarlate et Violet
Faille Paradoxe,carchacrok ex 260 182,Écarlate et Violet
Faille Paradoxe,garde de fer ex 261 182,Écarlate et Violet
Faille Paradoxe,rugit lune ex 262 182,Écarlate et Violet
Faille Paradoxe,terrain de plage 263 182,Écarlate et Violet
Faille Paradoxe,attrape riposte 264 182,Écarlate et Violet
Faille Paradoxe,cape luxueuse 265 182,Écarlate et Violet
Faille Paradoxe,energie inversion 266 182,Écarlate et Violet
Flammes Obsidiennes,mystherbe 1 197,Écarlate et Violet
Flammes Obsidiennes,ortide 2 197,Écarlate et Violet
Flammes Obsidiennes,joliflor 3 197,Écarlate et Violet
Flammes Obsidiennes,insecateur 4 197,Écarlate et Violet
Flammes Obsidiennes,caratroc 5 197,Écarlate et Violet
Flammes Obsidiennes,arakdo 6 197,Écarlate et Violet
Flammes Obsidiennes,maskadra 7 197,Écarlate et Violet
Flammes Obsidiennes,apitrini 8 197,Écarlate et Violet
Flammes Obsidiennes,trompignon 9 197,Écarlate et Violet
Flammes Obsidiennes,gaulet 10 197,Écarlate et Violet
Flammes Obsidiennes,brocelome 11 197,Écarlate et Violet
Flammes Obsidiennes,desseliande 12 197,Écarlate et Violet
Flammes Obsidiennes,brindibou 13 197,Écarlate et Violet
Flammes Obsidiennes,effleche 14 197,Écarlate et Violet
Flammes Obsidiennes,archeduc ex 15 197,Écarlate et Violet
Flammes Obsidiennes,croquine 16 197,Écarlate et Violet
Flammes Obsidiennes,candine 17 197,Écarlate et Violet
Flammes Obsidiennes,sucreine 18 197,Écarlate et Violet
Flammes Obsidiennes,olivini 19 197,Écarlate et Violet
Flammes Obsidiennes,olivado 20 197,Écarlate et Violet
Flammes Obsidiennes,arboliva 21 197,Écarlate et Violet
Flammes Obsidiennes,terracruel ex 22 197,Écarlate et Violet
Flammes Obsidiennes,pimito 23 197,Écarlate et Violet
Flammes Obsidiennes,pimito 24 197,Écarlate et Violet
Flammes Obsidiennes,scovilain 25 197,Écarlate et Violet
Flammes Obsidiennes,salameche 26 197,Écarlate et Violet
Flammes Obsidiennes,reptincel 27 197,Écarlate et Violet
Flammes Obsidiennes,goupix 28 197,Écarlate et Violet
Flammes Obsidiennes,feunard 29 197,Écarlate et Violet
Flammes Obsidiennes,entei 30 197,Écarlate et Violet
Flammes Obsidiennes,chamallot 31 197,Écarlate et Violet
Flammes Obsidiennes,camerupt 32 197,Écarlate et Violet
Flammes Obsidiennes,victini ex 33 197,Écarlate et Violet
Flammes Obsidiennes,darumarond 34 197,Écarlate et Violet
Flammes Obsidiennes,darumacho 35 197,Écarlate et Violet
Flammes Obsidiennes,funecire 36 197,Écarlate et Violet
Flammes Obsidiennes,melancolux 37 197,Écarlate et Violet
Flammes Obsidiennes,lugulabre 38 197,Écarlate et Violet
Flammes Obsidiennes,aflamanoir 39 197,Écarlate et Violet
Flammes Obsidiennes,pyronille 40 197,Écarlate et Violet
Flammes Obsidiennes,pyrax 41 197,Écarlate et Violet
Flammes Obsidiennes,bekaglacon ex 42 197,Écarlate et Violet
Flammes Obsidiennes,charbambin 43 197,Écarlate et Violet
Flammes Obsidiennes,carmadura 44 197,Écarlate et Violet
Flammes Obsidiennes,lokhlass 45 197,Écarlate et Violet
Flammes Obsidiennes,carvanha 46 197,Écarlate et Violet
Flammes Obsidiennes,sharpedo 47 197,Écarlate et Violet
Flammes Obsidiennes,mustebouee 48 197,Écarlate et Violet
Flammes Obsidiennes,musteflott 49 197,Écarlate et Violet
Flammes Obsidiennes,tritonde 50 197,Écarlate et Violet
Flammes Obsidiennes,batracne 51 197,Écarlate et Violet
Flammes Obsidiennes,crapustule 52 197,Écarlate et Violet
Flammes Obsidiennes,polarhume 53 197,Écarlate et Violet
Flammes Obsidiennes,polagriffe 54 197,Écarlate et Violet
Flammes Obsidiennes,hexagel 55 197,Écarlate et Violet
Flammes Obsidiennes,grenousse 56 197,Écarlate et Violet
Flammes Obsidiennes,croaporal 57 197,Écarlate et Violet
Flammes Obsidiennes,taupikeau 58 197,Écarlate et Violet
Flammes Obsidiennes,triopikeau 59 197,Écarlate et Violet
Flammes Obsidiennes,dofin 60 197,Écarlate et Violet
Flammes Obsidiennes,dofin 61 197,Écarlate et Violet
Flammes Obsidiennes,superdofin 62 197,Écarlate et Violet
Flammes Obsidiennes,magneti 63 197,Écarlate et Violet
Flammes Obsidiennes,magneton 64 197,Écarlate et Violet
Flammes Obsidiennes,magnezone 65 197,Écarlate et Violet
Flammes Obsidiennes,tyranocif ex 66 197,Écarlate et Violet
Flammes Obsidiennes,anchwatt 67 197,Écarlate et Violet
Flammes Obsidiennes,lamperoie 68 197,Écarlate et Violet
Flammes Obsidiennes,ohmassacre 69 197,Écarlate et Violet
Flammes Obsidiennes,fulguris 70 197,Écarlate et Violet
Flammes Obsidiennes,toxizap 71 197,Écarlate et Violet
Flammes Obsidiennes,salarsen 72 197,Écarlate et Violet
Flammes Obsidiennes,pohmarmotte ex 73 197,Écarlate et Violet
Flammes Obsidiennes,tetampoule 74 197,Écarlate et Violet
Flammes Obsidiennes,tetampoule 75 197,Écarlate et Violet
Flammes Obsidiennes,tetampoule 76 197,Écarlate et Violet
Flammes Obsidiennes,ampibidou 77 197,Écarlate et Violet
Flammes Obsidiennes,ampibidou 78 197,Écarlate et Violet
Flammes Obsidiennes,miraidon ex 79 197,Écarlate et Violet
Flammes Obsidiennes,melo 80 197,Écarlate et Violet
Flammes Obsidiennes,melofee 81 197,Écarlate et Violet
Flammes Obsidiennes,melodelfe ex 82 197,Écarlate et Violet
Flammes Obsidiennes,togepi 83 197,Écarlate et Violet
Flammes Obsidiennes,togetic 84 197,Écarlate et Violet
Flammes Obsidiennes,togekiss 85 197,Écarlate et Violet
Flammes Obsidiennes,mentali 86 197,Écarlate et Violet
Flammes Obsidiennes,snubull 87 197,Écarlate et Violet
Flammes Obsidiennes,granbull 88 197,Écarlate et Violet
Flammes Obsidiennes,mysdibule 89 197,Écarlate et Violet
Flammes Obsidiennes,spoink 90 197,Écarlate et Violet
Flammes Obsidiennes,groret 91 197,Écarlate et Violet
Flammes Obsidiennes,seleroc 92 197,Écarlate et Violet
Flammes Obsidiennes,solaroc 93 197,Écarlate et Violet
Flammes Obsidiennes,balbuto 94 197,Écarlate et Violet
Flammes Obsidiennes,kaorine 95 197,Écarlate et Violet
Flammes Obsidiennes,apireine ex 96 197,Écarlate et Violet
Flammes Obsidiennes,theffroi 97 197,Écarlate et Violet
Flammes Obsidiennes,polthegeist 98 197,Écarlate et Violet
Flammes Obsidiennes,toutombe 99 197,Écarlate et Violet
Flammes Obsidiennes,toutombe 100 197,Écarlate et Violet
Flammes Obsidiennes,tomberro 101 197,Écarlate et Violet
Flammes Obsidiennes,tomberro ex 102 197,Écarlate et Violet
Flammes Obsidiennes,taupiqueur 103 197,Écarlate et Violet
Flammes Obsidiennes,triopikeur 104 197,Écarlate et Violet
Flammes Obsidiennes,embrylex 105 197,Écarlate et Violet
Flammes Obsidiennes,ymphect 106 197,Écarlate et Violet
Flammes Obsidiennes,tarinor 107 197,Écarlate et Violet
Flammes Obsidiennes,barloche 108 197,Écarlate et Violet
Flammes Obsidiennes,barbicha 109 197,Écarlate et Violet
Flammes Obsidiennes,manzai 110 197,Écarlate et Violet
Flammes Obsidiennes,rototaupe 111 197,Écarlate et Violet
Flammes Obsidiennes,limonde 112 197,Écarlate et Violet
Flammes Obsidiennes,excavarenne 113 197,Écarlate et Violet
Flammes Obsidiennes,crabagarre 114 197,Écarlate et Violet
Flammes Obsidiennes,crabominable 115 197,Écarlate et Violet
Flammes Obsidiennes,rocabot 116 197,Écarlate et Violet
Flammes Obsidiennes,lougaroc 117 197,Écarlate et Violet
Flammes Obsidiennes,terracool 118 197,Écarlate et Violet
Flammes Obsidiennes,terracruel 119 197,Écarlate et Violet
Flammes Obsidiennes,craparoi ex 120 197,Écarlate et Violet
Flammes Obsidiennes,germeclat 121 197,Écarlate et Violet
Flammes Obsidiennes,germeclat 122 197,Écarlate et Violet
Flammes Obsidiennes,floreclat ex 123 197,Écarlate et Violet
Flammes Obsidiennes,koraidon ex 124 197,Écarlate et Violet
Flammes Obsidiennes,dracaufeu ex 125 197,Écarlate et Violet
Flammes Obsidiennes,axoloto de paldea 126 197,Écarlate et Violet
Flammes Obsidiennes,axoloto de paldea 127 197,Écarlate et Violet
Flammes Obsidiennes,terraiste de paldea 128 197,Écarlate et Violet
Flammes Obsidiennes,terraiste de paldea 129 197,Écarlate et Violet
Flammes Obsidiennes,noctali 130 197,Écarlate et Violet
Flammes Obsidiennes,malosse 131 197,Écarlate et Violet
Flammes Obsidiennes,malosse 132 197,Écarlate et Violet
Flammes Obsidiennes,demolosse 133 197,Écarlate et Violet
Flammes Obsidiennes,demolosse ex 134 197,Écarlate et Violet
Flammes Obsidiennes,absol ex 135 197,Écarlate et Violet
Flammes Obsidiennes,darkrai 136 197,Écarlate et Violet
Flammes Obsidiennes,sepiatop 137 197,Écarlate et Violet
Flammes Obsidiennes,sepiatroce 138 197,Écarlate et Violet
Flammes Obsidiennes,tritox 139 197,Écarlate et Violet
Flammes Obsidiennes,malamandre 140 197,Écarlate et Violet
Flammes Obsidiennes,cizayox 141 197,Écarlate et Violet
Flammes Obsidiennes,airmure 142 197,Écarlate et Violet
Flammes Obsidiennes,mysdibule 143 197,Écarlate et Violet
Flammes Obsidiennes,archeomire 144 197,Écarlate et Violet
Flammes Obsidiennes,archeodong 145 197,Écarlate et Violet
Flammes Obsidiennes,tarinorme 146 197,Écarlate et Violet
Flammes Obsidiennes,minotaupe 147 197,Écarlate et Violet
Flammes Obsidiennes,scalpion 148 197,Écarlate et Violet
Flammes Obsidiennes,scalproie 149 197,Écarlate et Violet
Flammes Obsidiennes,scalpereur 150 197,Écarlate et Violet
Flammes Obsidiennes,togedemaru 151 197,Écarlate et Violet
Flammes Obsidiennes,meltan 152 197,Écarlate et Violet
Flammes Obsidiennes,melmetal ex 153 197,Écarlate et Violet
Flammes Obsidiennes,vrombi 154 197,Écarlate et Violet
Flammes Obsidiennes,vrombi 155 197,Écarlate et Violet
Flammes Obsidiennes,vrombotor ex 156 197,Écarlate et Violet
Flammes Obsidiennes,minidraco 157 197,Écarlate et Violet
Flammes Obsidiennes,draco 158 197,Écarlate et Violet
Flammes Obsidiennes,dracolosse ex 159 197,Écarlate et Violet
Flammes Obsidiennes,altaria 160 197,Écarlate et Violet
Flammes Obsidiennes,draieul 161 197,Écarlate et Violet
Flammes Obsidiennes,roucool 162 197,Écarlate et Violet
Flammes Obsidiennes,roucoups 163 197,Écarlate et Violet
Flammes Obsidiennes,roucarnage ex 164 197,Écarlate et Violet
Flammes Obsidiennes,kangourex 165 197,Écarlate et Violet
Flammes Obsidiennes,evoli 166 197,Écarlate et Violet
Flammes Obsidiennes,zigzaton 167 197,Écarlate et Violet
Flammes Obsidiennes,lineon 168 197,Écarlate et Violet
Flammes Obsidiennes,tylton 169 197,Écarlate et Violet
Flammes Obsidiennes,ponchiot 170 197,Écarlate et Violet
Flammes Obsidiennes,ponchien 171 197,Écarlate et Violet
Flammes Obsidiennes,mastouffe 172 197,Écarlate et Violet
Flammes Obsidiennes,nanmeouie 173 197,Écarlate et Violet
Flammes Obsidiennes,frison 174 197,Écarlate et Violet
Flammes Obsidiennes,sapereau 175 197,Écarlate et Violet
Flammes Obsidiennes,manglouton 176 197,Écarlate et Violet
Flammes Obsidiennes,argouste 177 197,Écarlate et Violet
Flammes Obsidiennes,rongourmand 178 197,Écarlate et Violet
Flammes Obsidiennes,rongrigou ex 179 197,Écarlate et Violet
Flammes Obsidiennes,gourmelet 180 197,Écarlate et Violet
Flammes Obsidiennes,gourmelet 181 197,Écarlate et Violet
Flammes Obsidiennes,gourmelet 182 197,Écarlate et Violet
Flammes Obsidiennes,fragroin 183 197,Écarlate et Violet
Flammes Obsidiennes,fragroin 184 197,Écarlate et Violet
Flammes Obsidiennes,flamenroule 185 197,Écarlate et Violet
Flammes Obsidiennes,pepper 186 197,Écarlate et Violet
Flammes Obsidiennes,colza 187 197,Écarlate et Violet
Flammes Obsidiennes,alisma 188 197,Écarlate et Violet
Flammes Obsidiennes,lettre d'encouragement 189 197,Écarlate et Violet
Flammes Obsidiennes,ortiga 190 197,Écarlate et Violet
Flammes Obsidiennes,casquette de patrouille 191 197,Écarlate et Violet
Flammes Obsidiennes,siege de la ligue pokemon 192 197,Écarlate et Violet
Flammes Obsidiennes,popi 193 197,Écarlate et Violet
Flammes Obsidiennes,laim 194 197,Écarlate et Violet
Flammes Obsidiennes,sbire de la team star 195 197,Écarlate et Violet
Flammes Obsidiennes,centre commercial 196 197,Écarlate et Violet
Flammes Obsidiennes,poing vengeance 197 197,Écarlate et Violet
Flammes Obsidiennes,ortide 198 197,Écarlate et Violet
Flammes Obsidiennes,feunard 199 197,Écarlate et Violet
Flammes Obsidiennes,superdofin 200 197,Écarlate et Violet
Flammes Obsidiennes,ampibidou 201 197,Écarlate et Violet
Flammes Obsidiennes,melo 202 197,Écarlate et Violet
Flammes Obsidiennes,embrylex 203 197,Écarlate et Violet
Flammes Obsidiennes,malosse 204 197,Écarlate et Violet
Flammes Obsidiennes,cizayox 205 197,Écarlate et Violet
Flammes Obsidiennes,vrombi 206 197,Écarlate et Violet
Flammes Obsidiennes,roucool 207 197,Écarlate et Violet
Flammes Obsidiennes,roucoups 208 197,Écarlate et Violet
Flammes Obsidiennes,gourmelet 209 197,Écarlate et Violet
Flammes Obsidiennes,bekaglacon ex 210 197,Écarlate et Violet
Flammes Obsidiennes,tyranocif ex 211 197,Écarlate et Violet
Flammes Obsidiennes,apireine ex 212 197,Écarlate et Violet
Flammes Obsidiennes,floreclat ex 213 197,Écarlate et Violet
Flammes Obsidiennes,absol ex 214 197,Écarlate et Violet
Flammes Obsidiennes,dracaufeu ex 215 197,Écarlate et Violet
Flammes Obsidiennes,vrombotor ex 216 197,Écarlate et Violet
Flammes Obsidiennes,roucarnage ex 217 197,Écarlate et Violet
Flammes Obsidiennes,alisma 218 197,Écarlate et Violet
Flammes Obsidiennes,ortiga 219 197,Écarlate et Violet
Flammes Obsidiennes,popi 220 197,Écarlate et Violet
